rxn_ID,ctrl_score,mean_flux,kapp,Control_score,v_Control,Cold_score,v_Cold
rxn00001_d0_f,605.1887371147722,0.0,0.0,605.1887371147722,0.0,605.1887371147722,0.0
rxn00001_d0_r,605.1887371147722,0.0,0.0,605.1887371147722,0.0,605.1887371147722,0.0
rxn00018_d0,1211.4353605045837,37.26480568955258,0.030760870042650188,1211.7620404478043,37.27485464883153,1211.0358278848291,37.25251571855851
rxn00048_d0,430.8354187880682,0.0,0.0,350.2282129540662,0.0,605.1887371147722,0.0
rxn00069_d0_f,1.1111461864409735,0.0,0.0,1.081322115715395,0.0,0.3571342761722384,0.0
rxn00069_d0_r,1.1111461864409735,1.6763282925373133,1.5086478385950555,1.081322115715395,1.631334272699063,0.3571342761722384,0.5387898538354571
rxn00076_d0,308.483530683832,0.0,0.0,118.2329003550605,0.0,605.1887371147722,0.0
rxn00077_d0_f,0.00013597799261251667,1.1948162611940298,8786.83556241915,0.0008158679556751,7.168897567164179,0.0,0.0
rxn00077_d0_r,0.00013597799261251667,1.1948162611940298,8786.83556241915,0.0008158679556751,7.168897567164179,0.0,0.0
rxn00086_d0_f,605.1887371147722,1.1944268910447762,0.001973643621887591,605.1887371147722,1.1944268910447762,605.1887371147722,1.1944268910447762
rxn00086_d0_r,605.1887371147722,1.2657054611940204,0.002091422697699649,605.1887371147722,1.2657054611940204,605.1887371147722,1.2657054611940204
rxn00097_d0_f,898.5516836687075,5.667673049253816,0.006307564887211836,765.6279325393305,4.829247863953673,1210.3774742295443,7.634534456722423
rxn00097_d0_r,898.5516836687075,0.0,0.0,765.6279325393305,0.0,1210.3774742295443,0.0
rxn00102_d0_f,605.1899090144321,1.1811882865671641,0.0019517646758036014,605.1887371147722,1.1811859992948042,461.73584300209575,0.901199707923888
rxn00102_d0_r,605.1899090144321,3.674471165671585,0.006071600188535131,605.1887371147722,3.6744640503653883,461.73584300209575,2.8034754314249524
