rxn_ID,ctrl_score,mean_flux,kapp,Control_score,v_Control,FeLim_score,v_FeLim,FeEX_score,v_FeEX,ZnLim_score,v_ZnLim,ZnEx_score,v_ZnEx
rxn00001_d0_f,119.59549261394518,0.0,0.0,119.5954926139452,0.0,119.5954926139452,0.0,119.5954926139452,0.0,119.5954926139452,0.0,119.5954926139452,0.0
rxn00001_d0_r,119.59549261394518,0.0,0.0,119.5954926139452,0.0,119.5954926139452,0.0,119.5954926139452,0.0,119.5954926139452,0.0,119.5954926139452,0.0
rxn00018_d0,119.59549261394518,24.666419224299105,0.20624873634596266,119.5954926139452,24.66641922429911,119.5954926139452,24.66641922429911,119.5954926139452,24.66641922429911,119.5954926139452,24.66641922429911,119.5954926139452,24.66641922429911
rxn00048_d0,37.58277814062044,0.0,0.0,49.202798434505205,0.0,54.58927769446643,0.0,30.52901784102697,0.0,38.3775319564906,0.0,39.5478150294464,0.0
rxn00069_d0_f,119.75535539854268,0.0,0.0,119.79377915207316,0.0,57.60260459464696,0.0,119.77770677962602,0.0,119.76340496188575,0.0,119.80884856347105,0.0
rxn00069_d0_r,119.75535539854268,1.740585831775701,0.014534513517020405,119.79377915207316,1.7411443023407644,57.60260459464696,0.837225835096478,119.77770677962602,1.7409106982261808,119.76340496188575,1.7407028282629171,119.80884856347105,1.7413633289044206
rxn00076_d0,44.12293372047801,0.0,0.0,43.170969050508496,0.0,64.96279894868769,0.0,34.5461466858575,0.0,42.68801366225586,0.0,39.59441344460217,0.0
rxn00077_d0_f,119.59549261394518,1.2419444205607477,0.010384542037631386,119.5954926139452,1.2419444205607477,119.5954926139452,1.2419444205607477,119.5954926139452,1.2419444205607477,119.5954926139452,1.2419444205607477,119.5954926139452,1.2419444205607477
rxn00077_d0_r,119.59549261394518,1.2419444205607477,0.010384542037631386,119.5954926139452,1.2419444205607477,119.5954926139452,1.2419444205607477,119.5954926139452,1.2419444205607477,119.5954926139452,1.2419444205607477,119.5954926139452,1.2419444205607477
rxn00086_d0_f,87.7847287730063,1.2415386744548287,0.014142991518094209,97.58881264437314,1.3801977494902542,101.70836499846976,1.4384605434925877,75.30598025072734,1.0650518399478068,90.38347616816364,1.2782927368222083,74.91093382927141,1.0594647017599021
rxn00086_d0_r,87.7847287730063,1.2890944641744984,0.014684723438718347,97.58881264437314,1.4330647243955195,101.70836499846976,1.4935592114067495,75.30598025072734,1.1058474932635167,90.38347616816364,1.3272563509594737,74.91093382927141,1.100046345818981
rxn00097_d0_f,119.59549261394518,5.348664475077792,0.04472296035723776,119.5954926139452,5.3486644750777925,119.5954926139452,5.3486644750777925,119.5954926139452,5.3486644750777925,119.5954926139452,5.3486644750777925,119.5954926139452,5.3486644750777925
rxn00097_d0_r,119.59549261394518,0.0,0.0,119.5954926139452,0.0,119.5954926139452,0.0,119.5954926139452,0.0,119.5954926139452,0.0,119.5954926139452,0.0
rxn00102_d0_f,360.4830506648453,1.2139224984423675,0.003367488419229444,360.01223627199573,1.21233703642684,361.6816903738453,1.2179589037812535,359.84035782365817,1.2117582377425482,359.46978172468744,1.210510327020821,359.3597451037898,1.210139779974257
rxn00102_d0_r,360.4830506648453,2.9304242523364157,0.008129159601073566,360.01223627199573,2.9265969269944594,361.6816903738453,2.9401681858350615,359.84035782365817,2.925199699655938,359.46978172468744,2.9221872274030622,359.3597451037898,2.9212927221498224
