	EX_cpd00067_e0_o	EX_cpd00007_e0_o	EX_cpd00009_e0_o	EX_cpd00008_e0_o	rxn00001_d0_f	rxn00018_d0	rxn00048_d0	rxn00069_d0_f	rxn00076_d0	rxn00077_d0	rxn00086_d0_f	rxn00097_d0_f	rxn00102_d0_f	rxn00117_d0_f	rxn00121_d0	rxn00122_d0_f	rxn00124_d0	rxn00148_d0_f	rxn00151_d0	rxn00154_d0	rxn00161_d0	rxn00175_d0	rxn00179_d0_f	rxn00187_d0	rxn00191_d0_f	rxn00192_d0	rxn00208_d0	rxn00209_d0	rxn00237_d0_f	rxn00248_d0_f	rxn00260_d0_f	rxn00272_d0_f	rxn00275_d0_f	rxn00300_d0	rxn00313_d0	rxn00333_d0	rxn00337_d0_f	rxn00338_d0	rxn00361_d0	rxn00391_d0_f	rxn00392_d0	rxn00394_d0	rxn00409_d0_f	rxn00414_d0	rxn00420_d0_f	rxn00459_d0_f	rxn00493_d0_f	rxn00506_d0	rxn00527_d0_f	rxn00533_d0_f	rxn00611_d0_f	rxn00689_d0	rxn00692_d0_f	rxn00693_d0_f	rxn00720_d0_f	rxn00737_d0	rxn00747_d0_f	rxn00770_d0	rxn00777_d0_f	rxn00781_d0_f	rxn00782_d0_f	rxn00800_d0_f	rxn00802_d0_f	rxn00830_d0_f	rxn00832_d0_f	rxn00838_d0	rxn00839_d0_f	rxn00863_d0_f	rxn00899_d0	rxn00907_d0_f	rxn00929_d0_f	rxn00931_d0_f	rxn00947_d0	rxn00974_d0_f	rxn00980_d0_f	rxn01000_d0	rxn01011_d0_f	rxn01018_d0_f	rxn01019_d0_f	rxn01069_d0_f	rxn01100_d0_f	rxn01101_d0_f	rxn01102_d0	rxn01106_d0_f	rxn01111_d0	rxn01115_d0	rxn01116_d0_f	rxn01200_d0_f	rxn01207_d0	rxn01211_d0_f	rxn01249_d0_f	rxn01255_d0	rxn01256_d0	rxn01257_d0_f	rxn01258_d0_f	rxn01301_d0_f	rxn01302_d0_f	rxn01332_d0	rxn01334_d0_f	rxn01345_d0_f	rxn01353_d0_f	rxn01396_d0	rxn01434_d0	rxn01465_d0_f	rxn01476_d0_f	rxn01486_d0	rxn01512_d0_f	rxn01539_d0_f	rxn01636_d0_f	rxn01637_d0_f	rxn01643_d0_f	rxn01644_d0	rxn01652_d0_f	rxn01673_d0_f	rxn01678_d0_f	rxn01739_d0	rxn01740_d0_f	rxn01807_d0	rxn01827_d0	rxn01917_d0_f	rxn01974_d0_f	rxn01975_d0_f	rxn02159_d0_f	rxn02212_d0	rxn02213_d0	rxn02251_d0	rxn02305_d0	rxn02320_d0_f	rxn02373_d0_f	rxn02374_d0	rxn02380_d0_f	rxn02465_d0_f	rxn02473_d0	rxn02474_d0_f	rxn02475_d0	rxn02476_d0_f	rxn02484_d0	rxn02507_d0	rxn02789_d0_f	rxn02811_d0_f	rxn02834_d0	rxn02835_d0_f	rxn02895_d0	rxn02914_d0_f	rxn02928_d0_f	rxn02929_d0_f	rxn02937_d0	rxn02938_d0_f	rxn02988_d0_f	rxn03004_d0	rxn03062_d0_f	rxn03080_d0_f	rxn03084_d0	rxn03108_d0_f	rxn03136_d0_f	rxn03137_d0	rxn03147_d0	rxn03175_d0_f	rxn03891_d0	rxn03892_d0	rxn03907_d0_f	rxn03908_d0	rxn03909_d0	rxn03910_d0	rxn03958_d0_f	rxn04113_d0	rxn05023_d0	rxn05024_d0	rxn05039_d0_f	rxn05040_d0	rxn05104_d0	rxn05106_d0_f	rxn05287_d0	rxn05330_d0_f	rxn05331_d0_f	rxn05335_d0_f	rxn05337_d0_f	rxn05340_d0_f	rxn05342_d0_f	rxn05343_d0	rxn05345_d0	rxn05346_d0	rxn05348_d0	rxn05350_d0	rxn05465_d0_f	rxn05736_d0	rxn06556_d0	rxn07441_d0_f	rxn07579_d0	rxn08352_d0	rxn08392_d0_f	rxn08436_d0_f	rxn08756_d0	rxn08766_d0	rxn09444_d0	rxn09449_d0	rxn09453_d0	rxn11040_d0	rxn11700_d0	rxn11702_d0	rxn11703_d0	rxn12282_d0	rxn14012_d0	rxn14085_d0	rxn14094_d0	rxn14142_d0	rxn14261_d0	rxn15022_d0	rxn15069_d0	rxn15116_d0_f	rxn15166_d0	rxn15250_d0_f	rxn15271_d0_f	rxn15280_d0_f	rxn15298_d0_f	rxn15364_d0_f	rxn15435_d0	rxn15493_d0	rxn15494_d0_f	rxn17196_d0	rxn17744_d0_f	rxn17803_d0_f	rxn18935_d0	rxn18936_d0_f	rxn18937_d0_f	rxn19027_d0_f	rxn19029_d0_f	rxn19030_d0	rxn19071_d0	rxn19240_d0_f	rxn19241_d0_f	rxn19242_d0_f	rxn19246_d0	rxn19253_d0	rxn19343_d0_f	rxn19345_d0	rxn19544_d0	rxn19545_d0	rxn19686_d0_f	rxn19828_d0_f	rxn19900_d0_f	rxn19905_d0	rxn20583_d0_f	rxn20595_d0	rxn20632_d0	rxn20643_d0_f	rxn23155_d0_f	rxn23415_d0_f	rxn23805_d0	rxn24109_d0	rxn24310_d0	rxn24312_d0	rxn24330_d0_f	rxn24358_d0	rxn24360_d0	rxn24362_d0_f	rxn24508_d0_f	rxn25637_d0_f	rxn25641_d0_f	rxn25647_d0_f	rxn25649_d0_f	rxn25661_d0_f	rxn25662_d0	rxn25716_d0_f	rxn25718_d0_f	rxn25719_d0_f	rxn25743_d0_f	rxn25747_d0_f	rxn25750_d0_f	rxn25762_d0	rxn26013_d0_f	rxn26037_d0_f	rxn26754_d0	rxn27029_d0	rxn27030_d0	rxn27259_d0	rxn27266_d0_f	rxn27497_d0	rxn27709_d0	rxn27927_d0_f	rxn28082_d0_f	rxn28083_d0_f	rxn28487_d0_f	rxn28615_d0_f	rxn29919_d0_f	rxn31768_d0	rxn37018_d0	rxn37266_d0_f	rxn37324_d0	rxn37610_d0	rxn37651_d0_f	rxn00211_d0_f	rxn00834_d0_f	rxn00213_d0_f	rxn00416_d0	rxn00239_d0_f	rxn00917_d0	rxn01007_d0	rxn00495_c0	rxn00257_c0_f	rxn00710_c0	rxn01611_c0	rxn00499_c0_f	rxn04954_c0_f	rxn00154_c0	rxn00799_c0_f	rxn01361_c0_f	rxn09736_c0_o	rxn05238_c0_i	rxn08730_c0_o	rxn31154_d0_i	rxn05467_c0_i	rxn05468_c0_i	rxn09121_c0_o	rxn05319_c0_i	rxn05238_d0_o	rxn05319_d0_o	rxn05467_d0_o	rxn05468_d0_o	rxn08730_d0_i	rxn09118_d0_i	rxn09121_d0_i	rxn09736_d0_i	rxn09817_d0_i	rxn09839_d0_i	rxn10929_d0_o	rxn10967_d0_o	rxn11013_d0_o	rxn13360_d0_i	rxn13361_d0_o	rxn13365_d0_i	rxn29240_d0_f	rxn29318_d0_o	rxn29733_d0_o	rxn29785_d0_o	rxn33186_d0_i	rxn39241_d0_i	rxn39242_d0_i	rxn_cpd00008_c0_i	rxn_cpd00002_c0_i	rxn_cpd00103_c0_o	rxn08217_c0_o	bio1_biomass	EX_cpd00013_e0_i	EX_cpd00048_e0_i	EX_cpd11632_e0_i	EX_cpd00011_e0_i	EX_cpd00001_e0_i	EX_cpd00002_e0_i	rxn00001_d0_r	rxn00069_d0_r	rxn00086_d0_r	rxn00097_d0_r	rxn00102_d0_r	rxn00117_d0_r	rxn00122_d0_r	rxn00148_d0_r	rxn00179_d0_r	rxn00191_d0_r	rxn00237_d0_r	rxn00248_d0_r	rxn00260_d0_r	rxn00272_d0_r	rxn00275_d0_r	rxn00337_d0_r	rxn00391_d0_r	rxn00409_d0_r	rxn00420_d0_r	rxn00459_d0_r	rxn00493_d0_r	rxn00527_d0_r	rxn00533_d0_r	rxn00611_d0_r	rxn00692_d0_r	rxn00693_d0_r	rxn00711_d0	rxn00720_d0_r	rxn00747_d0_r	rxn00777_d0_r	rxn00781_d0_r	rxn00782_d0_r	rxn00789_d0	rxn00790_d0	rxn00791_d0	rxn00800_d0_r	rxn00802_d0_r	rxn00830_d0_r	rxn00832_d0_r	rxn00839_d0_r	rxn00863_d0_r	rxn00907_d0_r	rxn00929_d0_r	rxn00931_d0_r	rxn00974_d0_r	rxn00980_d0_r	rxn01011_d0_r	rxn01018_d0_r	rxn01019_d0_r	rxn01069_d0_r	rxn01100_d0_r	rxn01101_d0_r	rxn01106_d0_r	rxn01116_d0_r	rxn01200_d0_r	rxn01208_d0	rxn01211_d0_r	rxn01249_d0_r	rxn01257_d0_r	rxn01258_d0_r	rxn01301_d0_r	rxn01302_d0_r	rxn01334_d0_r	rxn01345_d0_r	rxn01353_d0_r	rxn01465_d0_r	rxn01476_d0_r	rxn01512_d0_r	rxn01539_d0_r	rxn01636_d0_r	rxn01637_d0_r	rxn01643_d0_r	rxn01652_d0_r	rxn01673_d0_r	rxn01678_d0_r	rxn01740_d0_r	rxn01917_d0_r	rxn01974_d0_r	rxn01975_d0_r	rxn02159_d0_r	rxn02320_d0_r	rxn02373_d0_r	rxn02380_d0_r	rxn02402_d0	rxn02465_d0_r	rxn02474_d0_r	rxn02476_d0_r	rxn02789_d0_r	rxn02811_d0_r	rxn02832_d0	rxn02835_d0_r	rxn02914_d0_r	rxn02928_d0_r	rxn02929_d0_r	rxn02938_d0_r	rxn02988_d0_r	rxn03062_d0_r	rxn03080_d0_r	rxn03108_d0_r	rxn03135_d0	rxn03136_d0_r	rxn03175_d0_r	rxn03907_d0_r	rxn03958_d0_r	rxn03983_d0	rxn04996_d0	rxn05039_d0_r	rxn05105_d0	rxn05106_d0_r	rxn05324_d0	rxn05325_d0	rxn05326_d0	rxn05330_d0_r	rxn05331_d0_r	rxn05335_d0_r	rxn05337_d0_r	rxn05338_d0	rxn05340_d0_r	rxn05342_d0_r	rxn05465_d0_r	rxn07441_d0_r	rxn08392_d0_r	rxn08436_d0_r	rxn15021_d0	rxn15116_d0_r	rxn15250_d0_r	rxn15271_d0_r	rxn15280_d0_r	rxn15298_d0_r	rxn15364_d0_r	rxn15494_d0_r	rxn17469_d0	rxn17744_d0_r	rxn17803_d0_r	rxn18936_d0_r	rxn18937_d0_r	rxn19027_d0_r	rxn19029_d0_r	rxn19240_d0_r	rxn19241_d0_r	rxn19242_d0_r	rxn19343_d0_r	rxn19686_d0_r	rxn19701_d0	rxn19828_d0_r	rxn19900_d0_r	rxn20583_d0_r	rxn20643_d0_r	rxn23155_d0_r	rxn23415_d0_r	rxn24330_d0_r	rxn24362_d0_r	rxn24508_d0_r	rxn25637_d0_r	rxn25641_d0_r	rxn25647_d0_r	rxn25649_d0_r	rxn25661_d0_r	rxn25716_d0_r	rxn25718_d0_r	rxn25719_d0_r	rxn25743_d0_r	rxn25747_d0_r	rxn25750_d0_r	rxn26013_d0_r	rxn26037_d0_r	rxn26477_d0	rxn27266_d0_r	rxn27318_d0	rxn27927_d0_r	rxn28082_d0_r	rxn28083_d0_r	rxn28487_d0_r	rxn28615_d0_r	rxn29919_d0_r	rxn37266_d0_r	rxn37651_d0_r	rxn00211_d0_r	rxn00834_d0_r	rxn00213_d0_r	rxn00239_d0_r	rxn00257_c0_r	rxn00330_c0	rxn01362_c0	rxn00499_c0_r	rxn04954_c0_r	rxn00799_c0_r	rxn01361_c0_r	rxn09736_c0_i	rxn05238_c0_o	rxn08730_c0_i	rxn31154_d0_o	rxn05467_c0_o	rxn05468_c0_o	rxn09121_c0_i	rxn05319_c0_o	rxn05238_d0_i	rxn05319_d0_i	rxn05467_d0_i	rxn05468_d0_i	rxn08730_d0_o	rxn09118_d0_o	rxn09121_d0_o	rxn09736_d0_o	rxn09817_d0_o	rxn09839_d0_o	rxn10929_d0_i	rxn10967_d0_i	rxn11013_d0_i	rxn13360_d0_o	rxn13361_d0_i	rxn13365_d0_o	rxn29240_d0_r	rxn29318_d0_i	rxn29733_d0_i	rxn29785_d0_i	rxn33186_d0_o	rxn39241_d0_o	rxn39242_d0_o	rxn_cpd00008_c0_o	rxn_cpd00002_c0_o	rxn_cpd00103_c0_i	rxn08217_c0_i
0	374.49167	101.49232	348.07214	381.8666	26.450405	23.553968	0.0	1.4361221	0.0	0.0	4.256569	48.098103	3.1817153	3.0115957	0.0	4.9443197	0.0	1.7867252	0.0	0.0	0.0	3.3657327	3.1269803	163.75536	0.06180987	0.0	0.0	0.0	3.7213426	39.38023	9.918269	5.1011944	6.7706676	0.0	0.0	0.0	17.736996	0.0	14.202629	1.3970225	0.0	2.8215647	2.7851205	41.974873	15.784486	20.429804	0.03960558	0.0	0.041513212	1.3061358	0.9347809	0.0	2.9346402	0.83392197	0.13148019	0.0	0.08935216	3.6485732	4.5760493	0.0	4.3202744	4.0318375	4.221065	7.84866e-05	0.95945024	0.0	1.614478	3.6561842	0.0	21.595713	0.0	3.4823518	0.0	16.501677	1.2274042	0.0	0.14597146	30.3	3.5004838	1.2634085	7.8153415	19.506311	0.0	0.91800696	19.195576	0.0	0.0	7.3167696	0.0	12.379417	0.13235977	0.0	1.3894229	6.014556	1.6219476	0.0	2.705134	0.0	0.0	3.4643567	1.614478	0.0	0.110306785	1.4669888	3.9676447	0.0	1.614478	1.2707642	2.4613361	0.0	2.3493373	7.374455	3.2584136	1.614478	1.614478	0.0	0.758779	0.0	0.0	3.4153106	8.1472	2.4859438	3.2251303	0.0	0.0	0.0	0.0	0.0	2.83138	0.0	1.9855657	1.7898258	0.0	1.88812	0.0	0.5315411	0.30527368	0.0	0.018804979	0.0	0.0	3.4593964	0.0	0.0	0.0	2.8119605	1.5769609	13.238051	4.4217706	0.0	0.36687836	0.5555142	0.10406782	3.625407	9.881589	7.7354264	7.7819786	5.1368446	0.0	0.0	3.8560336	0.0	0.0	1.039411e-12	2.9136317	0.0	0.0	0.0	1.2961806	0.0	0.0	1.3678777	0.0	0.13385937	0.6803538	0.33973414	4.4296155	2.8963625	6.783254	0.0	0.0	0.0	0.0	0.7680414	2.6848187	0.0	1.7010194	1.3226829	0.0	0.0	1.7450306	4.468923	0.0	0.0	0.0	3.3535933	0.0	0.0	11.887269	0.0	0.0	0.0	0.0	0.0	1.8072011	1.3499331	1.3499331	0.0	0.0	6.228453	0.0	4.0777507	6.3397474	11.182576	16.066074	15.5735855	2.2082927	0.0	10.021838	1.700748	8.7703705	7.7696204	0.0	0.26459125	2.6860168	0.73480946	0.13190244	0.0	0.0	4.009759	0.03872061	0.5555241	0.0	0.0	2.7864466	10.034365	0.0	0.0	0.21224637	5.0672355	3.677133	0.639164	19.385048	110.04728	56.699055	2.5293703	0.0	3.892448	0.0	0.0	0.0	0.0	2.1780112	1.3490106	1.805356	1.4800875	21.240032	1.0607897	0.7725969	2.8961422	18.069832	3.191754	0.0	4.4812984	9.351846	0.55179435	0.98559695	0.7194962	9.46985	0.0	1.515709	1.1238487	220.53363	0.0	0.0	64.78588	0.9399609	0.0	0.0	3.0308487	0.00072581467	2.4520972	1.5168189	1.0821214	0.0	0.0	0.0	0.6471655	0.0	0.0	0.20876572	3.8358545	2.7809849	4.1637716	0.0	5.820296	0.0	0.0	0.0	69.3576	0.0	0.0	13.9021635	23.566105	0.0	3.879956	14.674122	68.097244	201.28693	383.65622	447.0502	229.81226	111.85313	359.8597	361.72562	52.477554	0.0	50.939533	143.0584	0.0	0.025733069	0.0	185.33255	1.0088301	25.70222	9.871116	14.883786	21.791933	1.6065364	45.891663	41.235363	0.0	17.657967	9.040034	13.990755	3.1561346	3.5613348	19.302803	7.3327785	446.635	8.238177	39.227165	3.0777097	176.33194	94.50947	445.43573	147.6916	340.10526	432.99426	0.0	64.22283	39.160107	0.0	51.09039	12.746091	5.165509	22.636314	3.3455148	3.8310742	1.4081057	1.0823295	63.88501	8.799173	8.760411	3.2912154	1.2960999	3.878838	0.0	1.1149879	2.4764476	1.8910662	8.316757	2.7736943	5.3485165	5.7204804	0.0	0.5747017	4.543193	0.0068365247	3.6506152	1.7353159	0.0	0.0	0.0	0.0	0.052140437	7.8113975e-05	4.9088063	1.122037	5.7291455	4.0127363	3.4790525	2.5958571	23.741266	1.2706689	0.77493894	0.88305104	0.120124646	2.257316	4.1488385	0.0	22.772343	13.745323	0.0	0.0	1.485388	0.5755813	5.3927374	2.6314049	3.9931476	1.4573128	3.2501915	0.0	1.122037	26.452188	5.212384	1.122037	1.2274996	0.737229	3.0098152	13.680962	0.3097184	1.122037	1.122037	1.2020433	1.5642257	0.59497905	3.9998207	5.1836176	1.496711	1.6380717	1.1981007	0.0	3.0027275	0.591363	2.070986	1.1134007	0.8208056	0.0	0.13636848	19.180624	7.7136965	6.888917	23.896715	0.0	0.591693	6.022866	2.022846	0.0	1.4256002	1.5244056	6.9673276	1.7687778	34.56939	0.0	4.733517	0.056981362	1.4396589	3.1550283	0.0	0.0	3.1611905	1.5065008	9.383339	1.4085622	0.0	0.9951707	0.70923173	6.9101295	16.307194	14.76193	3.5348873	0.0	1.0180876	0.0	0.0	8.886195	0.80961746	2.539183	0.0	1.4728183	17.882725	13.617033	1.7152535	20.674946	1.1780738	0.57512397	10.571598	2.0759017	2.523122	0.0	1.7704164	0.47105926	61.58855	0.68579936	2.989882	4.454821	0.0	1.9366915	3.4262602	0.13111101	40.34671	0.6175254	0.86826354	16.524784	2.4692469	2.8589265	14.341637	2.145082	5.716783	0.35669246	0.575726	0.5718205	1.536007	1.0862734	0.0	21.254091	0.0	3.3914788	0.0007228336	0.0	1.0413064	1.1995342	3.221963	5.7616286	1.0678462	10.6683	0.07685194	19.34241	2.2153356	58.494984	8.044801	2.8683372	13.169131	8.448539	31.00244	1.018434	241.64291	113.810776	8.335632	0.56822985	89.93545	206.86719	11.826678	24.746279	129.58542	298.20834	179.74976	56.867016	349.26932	1.1284275	337.1037	16.136093	20.42696	30.676422	7.282527	51.819843	0.0	3.157657	13.990637	27.657774	373.94	57.132477	4.621435	45.891777	1.6050141	13.730896	3.8788004	390.66708	16.76667	5.069641	29.984238
1	374.39673	88.64181	347.68265	381.54285	26.080126	22.889442	0.0	0.0	0.0	0.0	5.302634	44.362774	1.2174984	3.3292458	0.0	5.025411	0.0	2.4242296	0.0	0.0	0.0	0.85593253	3.289248	159.36668	0.12112696	0.0	0.0	0.0	3.7916343	39.86953	9.696041	4.8760886	7.329089	0.0	0.0	0.0	17.13849	0.0	15.304485	1.365791	0.0	3.2836187	2.8764155	44.69106	13.681386	20.03493	0.13098049	0.0	0.10056885	1.6811817	0.9925523	0.0	2.5388646	0.83047974	0.12456424	0.0	0.18138906	5.182563	3.709918	0.9531432	2.7208595	4.5595627	4.373385	7.84896e-05	0.96662295	0.0	1.6439017	3.9439077	0.0	22.545313	0.0	2.3839529	0.0	16.253508	1.3902129	0.0	0.117823124	32.000706	3.682278	1.6303229	8.339483	18.05544	0.0	1.4739413	18.678036	0.0	0.0	7.764571	0.0	12.86231	0.12594809	0.0	0.72445786	6.432964	1.7107203	0.014154219	1.6816697	0.09587939	0.0	3.9110503	1.6439017	0.0	0.43858755	1.1150339	4.0536532	0.0	1.6439017	1.2402319	2.203643	0.22122534	2.9289515	6.1122665	3.3971095	1.6439017	1.6439017	0.0	0.7663939	0.0	0.0	3.1637046	7.786886	2.478506	3.4635742	0.0	0.0	0.0	0.0	0.13506067	2.881115	0.0	1.90032	2.2768836	0.0	1.8981133	0.0	0.48573038	0.44170654	0.0	0.0	0.0	0.0	3.5482144	0.0	0.0	0.33380392	2.1471796	2.1247509	13.284761	4.70389	0.12920329	0.40495375	0.39581364	0.94213665	3.6773882	9.893667	8.165748	7.690685	5.126836	0.0	0.0	3.951688	0.0	0.0	5.895464e-14	2.9249296	0.0	0.119372286	0.0	1.3597274	0.0	0.0	1.5442817	0.0	0.0	0.5158856	0.2732807	4.482083	3.070346	6.8036613	0.0	0.0	0.0	0.0	1.1554595	3.5441744	0.0	1.5144908	1.5358577	0.0	0.0	1.7617223	4.304947	0.0	0.0	0.0	5.2209773	0.0	0.0	15.28886	0.0	0.0	0.0	0.0	0.0	1.6723863	1.2537202	1.2537202	0.0	0.0	5.827059	0.0	3.7917726	6.4868803	11.194429	15.285694	15.011801	1.9730692	0.0	9.98926	0.0	8.879509	7.1718726	0.0	0.29575366	2.383976	0.76471686	0.12540619	0.0	0.0	4.16533	0.08566414	0.6910577	0.0	0.0	1.8614753	6.1444106	0.0	0.0	0.1494064	13.338062	3.520618	0.2693283	18.46011	56.116306	33.243744	2.5572853	0.0	3.8896267	0.0	0.0	0.0	0.0	1.9705713	1.2490453	1.6630363	1.3313938	19.864468	1.0357077	0.7073339	2.9521437	17.463985	3.1556532	0.0	4.819425	8.81424	0.31802207	0.87918454	0.8075431	9.098912	0.0	1.4558634	0.8766464	116.29567	0.0	0.0	60.40936	2.302991	0.0	0.0	3.2650368	0.0006951532	1.7398252	1.4968765	1.0854406	0.0	0.0	0.0	0.84177274	0.0	0.0	0.3266624	4.174444	3.1853433	4.5087657	0.0	5.8437595	0.07123937	0.0	0.0	69.462265	0.0	0.0	13.9452715	23.545033	0.0	3.5501783	15.732605	69.50956	199.39218	383.51505	340.5717	230.15355	119.045334	359.7783	362.0747	54.64708	0.0	50.48815	134.78397	0.0	0.06359389	0.0	182.09981	0.91557044	25.274946	9.893055	14.718533	22.40125	1.5688161	46.46225	41.216274	0.0	17.423794	8.547083	13.223874	3.2142348	3.5687504	19.18991	7.7639613	446.73206	8.693754	39.385353	2.7537696	173.4876	90.96222	271.1548	148.41548	341.6839	433.45834	0.011740794	76.93185	33.712315	0.30679837	53.743122	12.227858	5.0408263	22.011072	3.5088577	3.4795187	1.2490659	0.96746075	63.893417	8.881183	8.215889	3.924144	1.1836885	3.775048	0.0	1.775677	2.0630398	1.5649858	6.601127	2.3654747	6.1309648	5.471215	0.0	0.5264479	4.6247244	0.18903257	2.6126647	3.2668767	0.0	0.0	0.0	0.0	0.0	7.8116966e-05	5.193139	1.0659772	5.5140533	3.7601128	1.339543	3.6112597	23.772524	1.2402323	0.60706794	0.88640505	0.0	1.9450214	3.6087832	0.0	22.425438	14.332027	0.0	0.0	1.1795859	0.52772206	5.2560334	2.6736252	1.8582772	2.3672903	3.3965352	0.0	1.0659772	27.421415	5.1332965	1.0659772	1.3902124	1.1212821	2.2675185	13.008563	0.1647307	1.0659772	1.0659772	1.1686751	1.9306881	0.68619853	3.8258762	4.836536	1.4864718	1.6961755	1.1961086	0.0	2.7127237	0.6271603	1.9476892	1.1111044	1.0682224	0.0	0.007750009	17.17204	5.4830627	7.6345067	23.959185	0.0	0.37191275	6.027632	1.8305817	0.0	1.4074045	1.3481817	6.8437586	1.8499839	28.10347	0.0	4.6672597	0.0	1.3943012	2.7373266	0.0	0.0	3.258538	1.8520882	9.391557	1.2436167	0.0	0.8296758	0.6017894	6.0141354	15.5876665	14.402374	3.6474733	0.0	1.3757149	0.0	0.0	8.918955	1.1542015	2.7589269	0.0	1.1300908	17.651617	15.3834715	1.824343	20.06979	1.166998	0.5271961	10.183164	1.7177273	2.2613797	0.4473321	1.982776	0.0	46.856213	0.6714985	3.1677885	4.4434237	0.0	1.8751239	3.3896115	0.094530605	43.96023	0.63342655	0.92040575	15.891787	2.3680654	2.9532082	13.741778	2.167262	5.317226	0.39029834	0.39292544	0.46449807	1.3205532	1.4532344	0.0	14.8507185	0.0	3.2317417	0.0006921722	0.0	1.1020429	1.0805864	3.2353487	5.5857353	1.00686	10.2617855	0.024055116	18.544033	1.9492285	58.350296	8.317439	3.6771202	13.14845	8.411215	31.12884	0.9591341	239.85312	115.46328	8.174684	78.79468	89.552864	200.5496	12.266314	23.516727	127.935715	299.12753	180.21559	64.324615	348.2573	0.9293264	336.24014	16.463203	21.553183	31.090498	7.2698255	52.31509	0.0	3.214555	13.223778	27.713036	373.06558	57.955074	5.2892733	46.462345	1.5684953	13.605147	3.7508638	390.6114	16.399628	4.390194	29.883907
